CREDIT_LIMIT,CUSTOMER_ID,HAS_PROD_Cashback_Card,HAS_PROD_Classic_Credit_Card,HAS_PROD_Gold_Credit_Card,HAS_PROD_Platinum_Credit_Card,HAS_PROD_Titanium_Credit_Card,HAS_PROD_Travel_Rewards_Card,HAS_PROD_World_Elite_Card,AGE_GROUP_18_25
10000,651,0,1,0,0,0,0,0,False
5000,652,0,0,1,0,0,0,0,False
75000,653,0,0,0,1,0,1,0,False
20000,654,1,0,0,0,0,0,0,False
100000,655,0,0,0,0,0,0,1,False
30000,656,1,1,0,0,0,0,0,False
5000,657,1,0,0,0,0,0,0,False
100000,658,0,0,0,1,0,0,0,False
100000,659,0,0,0,0,1,1,1,False
5000,660,0,0,1,0,0,0,0,False
5000,661,0,0,1,0,0,0,0,False
5000,662,1,1,0,0,0,0,0,False
50000,663,0,1,0,0,1,1,0,False
50000,664,0,0,0,1,0,0,0,False
30000,665,1,0,0,0,1,0,0,False
150000,666,0,0,0,1,0,0,0,False
75000,667,0,0,0,1,0,0,0,False
200000,668,0,1,0,1,0,1,0,False
150000,669,0,0,0,1,0,0,0,False
15000,670,1,0,0,0,0,0,0,False
30000,671,0,1,0,0,0,0,0,False
20000,672,1,0,0,0,0,1,1,False
5000,673,0,0,0,0,0,0,0,False
150000,674,0,0,0,1,0,1,0,False
5000,675,0,1,0,0,0,0,0,False
75000,676,0,0,0,1,0,0,0,False
75000,677,0,0,0,0,1,0,0,False
10000,678,1,0,0,0,0,0,0,False
20000,679,0,1,0,0,0,0,0,False
10000,680,0,0,1,0,0,0,0,False
15000,681,0,0,1,0,0,0,0,False
200000,682,0,0,0,1,0,0,0,False
75000,683,0,0,0,1,0,1,0,False
20000,684,1,0,0,0,0,0,0,False
10000,685,1,0,1,0,0,0,0,False
75000,686,0,0,0,1,0,1,0,False
10000,687,0,1,0,0,0,0,0,False
15000,688,1,0,0,0,0,0,0,False
15000,689,1,0,0,0,0,0,1,False
100000,690,0,0,0,0,0,0,1,False
5000,691,0,1,0,0,0,0,0,False
10000,692,1,0,0,0,0,0,0,False
10000,693,0,1,0,0,0,0,0,False
200000,694,0,0,0,0,0,0,1,False
10000,695,1,0,0,0,0,0,0,False
200000,696,0,0,0,0,0,0,1,False
20000,697,0,1,0,0,0,0,0,False
100000,698,0,0,0,1,0,0,0,False
50000,699,0,0,0,1,0,0,0,False
10000,700,0,1,0,0,0,0,0,False
75000,701,0,0,0,1,0,0,0,False
30000,702,0,0,0,0,0,0,0,False
15000,703,0,0,0,0,0,0,0,False
15000,704,0,0,1,0,0,0,0,False
20000,705,1,1,0,0,0,1,0,False
200000,706,0,0,0,0,0,0,1,False
50000,707,0,0,0,0,1,0,0,False
100000,708,0,0,0,0,0,0,1,False
20000,709,0,0,1,0,0,0,0,False
50000,710,0,0,0,1,0,0,0,False
150000,711,0,0,0,1,0,0,0,False
10000,712,0,1,0,0,0,0,0,False
15000,713,0,0,1,0,0,0,0,False
5000,714,0,1,0,0,0,0,0,False
100000,715,0,0,0,0,0,0,1,False
75000,716,0,0,0,0,1,0,0,False
150000,717,1,0,0,0,0,1,1,False
5000,718,0,1,0,0,0,0,0,False
20000,719,1,0,0,0,0,0,0,False
10000,720,0,0,0,0,0,0,0,False
15000,721,1,0,1,0,1,0,0,False
200000,722,0,0,0,1,0,0,0,False
10000,723,1,0,0,0,0,0,0,False
30000,724,0,1,0,0,0,0,0,False
10000,725,0,0,1,0,0,0,0,False
15000,726,0,0,1,0,0,0,0,False
5000,727,1,0,0,0,0,0,0,False
5000,728,0,0,1,0,0,0,0,False
150000,729,0,0,0,1,0,0,0,False
30000,730,1,0,0,0,0,0,0,False
15000,731,0,0,1,0,0,0,0,False
20000,732,0,0,1,0,0,0,0,False
30000,733,0,1,0,0,0,0,0,False
200000,734,0,0,0,0,0,0,0,False
50000,735,0,0,0,1,0,1,0,False
10000,736,1,0,1,0,0,0,0,False
15000,737,0,1,0,0,0,0,0,False
20000,738,1,0,0,0,0,0,0,False
150000,739,0,0,0,0,0,0,1,False
20000,740,0,1,0,0,0,0,0,False
75000,741,0,0,0,1,0,0,0,False
50000,742,0,0,0,1,0,0,0,False
50000,743,0,0,1,1,0,0,0,False
15000,744,1,0,1,0,0,0,0,False
5000,745,0,0,1,0,0,0,0,False
15000,746,1,0,0,0,0,0,0,False
15000,747,1,0,1,0,1,0,0,False
10000,748,0,1,0,0,0,0,0,False
75000,749,1,0,0,1,0,1,0,False
20000,750,0,1,0,0,0,0,0,False
75000,751,0,0,0,0,0,0,0,False
100000,752,0,0,0,0,0,0,1,False
5000,753,0,0,1,0,0,0,0,False
10000,754,0,1,0,0,0,0,0,False
75000,755,0,0,0,0,1,0,0,False
75000,756,0,0,0,1,0,0,0,False
20000,757,0,1,0,1,0,0,0,False
15000,758,1,1,0,0,1,0,0,False
75000,759,0,0,0,0,0,0,0,False
10000,760,1,1,0,0,0,0,1,False
15000,761,0,0,1,0,0,0,0,False
5000,762,0,0,1,0,0,0,0,False
30000,763,0,0,1,0,0,0,0,False
50000,764,0,0,0,0,1,0,0,False
10000,765,0,1,0,0,0,0,0,False
30000,766,0,1,0,0,0,0,0,False
150000,767,0,0,0,1,0,0,0,False
150000,768,0,0,0,1,0,1,0,False
30000,769,1,0,0,0,0,0,0,False
150000,770,0,0,0,1,0,0,0,False
5000,771,1,0,0,0,0,0,0,False
5000,772,0,1,0,0,0,0,0,False
5000,773,0,0,1,0,0,0,0,False
5000,774,0,0,1,0,0,0,0,False
200000,775,0,0,0,1,0,0,0,False
50000,776,0,0,0,1,0,1,1,False
15000,777,0,1,0,0,0,0,0,False
15000,778,0,0,1,0,0,0,0,False
30000,779,1,1,1,0,0,0,0,False
100000,780,0,0,0,1,0,0,0,False
10000,781,1,0,0,0,0,0,0,False
50000,782,0,0,0,0,1,0,0,False
200000,783,0,0,0,0,0,0,1,False
15000,784,0,0,1,0,0,0,0,False
15000,785,0,0,1,0,0,0,0,False
15000,786,1,0,1,0,0,0,0,False
150000,787,0,0,0,0,0,0,0,False
10000,788,0,1,0,0,0,0,0,False
30000,789,1,0,0,0,0,0,0,False
75000,790,0,0,0,0,1,0,0,False
5000,791,0,1,0,0,0,0,0,False
150000,792,0,0,0,1,0,0,0,False
150000,793,0,0,0,1,0,0,0,False
30000,794,0,1,0,0,0,0,0,False
100000,795,0,0,0,0,0,0,0,False
10000,796,0,0,1,0,0,0,0,False
30000,797,1,0,0,0,0,0,0,False
5000,798,0,0,1,0,0,0,0,False
50000,799,0,0,0,1,0,1,0,False
30000,800,0,0,1,0,0,0,0,False
150000,801,0,0,0,0,0,0,1,False
200000,802,0,0,0,0,0,0,1,False
100000,803,0,0,0,1,0,0,0,False
30000,804,0,0,0,0,1,1,0,False
15000,805,1,0,0,0,0,0,0,False
200000,806,0,0,0,0,0,1,1,False
20000,807,1,1,0,0,0,0,0,False
75000,808,0,0,0,0,1,0,0,False
100000,809,0,0,0,1,0,0,0,False
75000,810,0,0,0,0,0,0,0,False
75000,811,0,0,0,0,1,0,0,False
50000,812,0,0,0,0,1,0,0,False
75000,813,0,0,0,1,0,0,0,False
100000,814,0,0,0,1,0,0,0,False
20000,815,1,0,0,0,0,0,0,False
50000,816,0,0,0,0,1,0,0,False
50000,817,0,0,0,1,1,0,1,False
200000,818,0,1,0,0,0,1,1,False
150000,819,0,0,1,1,0,0,0,False
75000,820,0,0,0,0,1,0,0,False
5000,821,0,1,0,0,0,0,0,False
20000,822,0,1,0,0,0,0,0,False
75000,823,0,0,0,1,0,0,0,False
10000,824,0,1,0,0,0,0,0,False
15000,825,0,1,0,0,0,0,0,False
15000,826,1,0,0,0,0,0,0,False
15000,827,0,0,1,0,0,0,0,False
20000,828,0,0,1,0,0,0,0,False
10000,829,1,0,1,0,0,1,0,False
150000,830,0,1,0,0,0,0,1,False
20000,831,1,0,0,0,0,0,0,False
30000,832,1,0,0,0,0,0,0,False
30000,833,1,0,0,0,0,0,0,False
150000,834,0,0,0,1,0,0,0,False
10000,835,0,0,1,0,0,0,0,False
50000,836,0,0,0,0,1,0,0,False
10000,837,1,0,1,0,0,0,0,False
75000,838,0,0,0,1,0,0,0,False
5000,839,0,0,1,0,0,0,0,False
30000,840,0,0,1,0,0,0,0,False
100000,841,0,0,0,0,0,1,1,False
20000,842,1,1,0,0,0,0,0,False
75000,843,0,0,0,1,0,0,0,False
10000,844,1,0,0,0,0,0,0,False
10000,845,0,1,0,0,0,0,0,False
100000,846,0,0,0,0,0,0,1,False
10000,847,0,0,1,0,0,0,0,False
30000,848,0,1,0,0,0,0,0,False
150000,849,0,0,0,0,0,0,1,False
5000,850,0,1,0,0,0,0,0,False
150000,851,0,0,0,1,0,0,0,False
30000,852,0,1,0,0,0,0,0,False
15000,853,0,0,1,0,0,0,0,False
15000,854,0,1,0,0,0,0,0,False
15000,855,1,1,0,0,0,0,0,False
100000,856,0,0,0,0,0,0,1,False
100000,857,0,0,0,0,0,0,1,False
150000,858,0,0,0,1,0,0,0,False
200000,859,0,0,0,0,0,0,1,False
50000,860,0,0,0,0,1,0,0,False
100000,861,0,1,0,1,0,1,0,False
30000,862,0,0,0,0,0,0,0,False
30000,863,1,0,0,0,0,0,0,False
30000,864,1,1,1,0,0,0,0,False
10000,865,1,0,1,1,0,0,0,False
20000,866,0,0,1,0,0,0,0,False
50000,867,0,0,0,1,1,0,1,False
10000,868,0,0,1,0,0,0,0,False
15000,869,0,0,1,0,0,0,0,False
200000,870,0,0,0,0,0,0,0,False
15000,871,1,0,0,0,0,0,0,False
10000,872,1,0,0,0,0,0,0,False
100000,873,0,0,0,0,0,0,1,False
100000,874,0,0,0,0,0,0,1,False
20000,875,0,0,0,0,0,0,0,False
100000,876,0,0,0,0,0,1,1,False
50000,877,0,0,0,0,1,0,0,False
75000,878,0,0,0,1,0,0,0,False
100000,879,1,0,0,0,0,1,1,False
10000,880,1,0,0,0,0,0,0,False
20000,881,0,1,0,0,0,0,1,False
200000,882,0,0,0,1,0,1,1,False
15000,883,1,1,0,0,0,0,0,False
200000,884,0,0,0,1,0,1,0,False
150000,885,0,0,0,1,0,1,0,False
20000,886,0,0,1,0,0,0,0,False
30000,887,0,1,0,0,0,0,0,False
5000,888,0,1,0,0,0,0,0,False
200000,889,0,0,0,0,0,1,1,False
10000,890,0,1,0,0,0,0,0,False
150000,891,0,0,0,0,0,1,1,False
100000,892,0,0,0,1,0,1,0,False
150000,893,0,0,0,0,0,0,1,False
50000,894,0,0,0,1,0,0,0,False
20000,895,0,0,0,0,0,1,0,False
150000,896,0,0,0,0,0,0,1,False
15000,897,1,0,0,0,0,0,0,False
100000,898,0,0,0,0,0,0,1,False
75000,899,0,0,0,0,0,0,0,False
150000,900,0,0,0,0,0,0,1,False
50000,901,0,0,0,0,1,0,0,False
200000,902,0,0,0,1,0,0,0,False
30000,903,0,1,0,0,0,0,0,False
50000,904,0,0,0,0,1,0,1,False
5000,905,1,0,1,0,1,0,0,False
15000,906,1,1,0,0,0,0,0,False
150000,907,0,0,0,1,0,0,0,False
10000,908,1,0,0,0,0,0,0,False
30000,909,1,0,0,0,0,0,0,False
15000,910,0,1,0,0,0,0,0,False
20000,911,1,1,0,0,0,0,0,False
75000,912,0,0,0,1,0,1,0,False
50000,913,0,0,0,1,0,0,0,False
100000,914,0,0,0,1,0,0,0,False
200000,915,0,0,0,1,0,1,0,False
15000,916,0,1,0,0,0,0,0,False
10000,917,1,0,0,0,0,0,0,False
50000,918,0,0,0,1,0,0,0,False
15000,919,1,0,0,0,0,0,0,False
15000,920,0,1,1,0,0,0,0,False
75000,921,0,0,0,0,1,0,0,False
200000,922,0,0,0,1,0,0,0,False
200000,923,0,0,1,1,0,1,0,False
5000,924,1,0,0,0,0,0,0,False
100000,925,0,0,0,0,0,0,1,False
50000,926,0,0,0,1,0,0,0,False
5000,927,1,0,0,0,0,0,0,False
30000,928,0,1,0,0,0,0,0,False
5000,929,1,0,0,0,0,0,0,False
20000,930,0,0,1,0,0,0,0,False
75000,931,0,0,0,0,1,0,0,False
100000,932,0,0,0,0,0,0,0,False
30000,933,0,0,1,0,0,0,0,False
30000,934,1,0,0,0,0,0,0,False
200000,935,0,0,0,0,0,0,1,False
50000,936,0,0,0,1,0,0,0,False
20000,937,0,1,0,0,0,0,0,False
20000,938,1,0,0,0,0,0,0,False
75000,939,0,0,0,1,0,0,0,False
5000,940,0,1,0,0,0,0,0,False
30000,941,0,0,0,0,0,0,0,False
100000,942,0,0,0,0,0,0,1,False
10000,943,0,1,0,0,0,0,0,False
20000,944,1,0,1,0,0,0,0,False
30000,945,1,0,1,0,0,0,0,False
10000,946,0,0,1,0,0,0,0,False
5000,947,1,0,0,0,0,0,0,False
150000,948,0,0,0,1,0,0,0,False
30000,949,0,0,0,0,0,0,0,False
15000,950,0,0,0,0,0,0,0,False
5000,951,0,1,0,0,0,0,0,False
200000,952,0,0,0,1,0,0,0,False
30000,953,1,0,0,0,0,0,0,False
20000,954,1,0,0,0,0,0,0,False
150000,955,0,0,0,1,0,0,0,False
50000,956,1,0,0,0,1,0,0,False
100000,957,0,0,0,1,0,0,0,False
150000,958,0,0,0,0,0,0,1,False
10000,959,1,1,0,0,0,1,0,False
200000,960,0,0,0,1,0,1,0,False
200000,961,0,0,1,0,0,0,1,False
30000,962,1,0,0,0,0,0,0,False
75000,963,0,0,0,1,0,1,0,False
75000,964,0,0,0,1,0,0,0,False
10000,965,0,1,0,1,0,0,1,False
30000,966,1,0,1,0,0,0,0,False
75000,967,0,0,1,0,1,0,0,False
50000,968,0,0,0,0,1,0,0,False
20000,969,1,0,0,0,0,0,0,False
15000,970,0,0,0,0,0,0,0,False
5000,971,0,0,1,0,0,0,0,False
5000,972,1,0,1,0,0,0,0,False
75000,973,0,0,0,1,0,0,0,False
150000,974,1,0,1,0,0,0,1,False
15000,975,0,1,0,0,0,0,0,False
20000,976,0,0,1,0,0,0,0,False
100000,977,0,0,0,0,0,1,1,False
200000,978,0,0,0,1,0,0,0,False
50000,979,0,1,0,0,1,0,0,False
75000,980,0,0,0,0,1,0,0,False
10000,981,1,0,1,0,0,0,0,False
5000,982,0,0,0,0,0,0,0,False
150000,983,0,0,0,1,1,0,0,False
200000,984,0,0,0,1,0,0,0,False
200000,985,0,0,0,1,0,0,0,False
30000,986,0,0,1,0,0,0,0,False
100000,987,0,0,0,1,0,1,0,False
10000,988,1,0,0,0,0,0,0,False
75000,989,0,0,0,1,1,0,0,False
30000,990,1,0,0,0,0,0,0,False
15000,991,1,0,0,0,0,0,0,False
200000,992,0,0,0,1,0,0,0,False
100000,993,0,0,0,0,0,0,1,False
10000,994,1,0,0,1,0,0,0,False
15000,995,0,0,1,0,0,0,0,False
75000,996,0,0,1,1,0,1,0,False
20000,997,1,0,1,0,1,0,0,False
15000,998,0,1,0,0,0,0,0,False
75000,999,0,0,0,1,0,0,0,False
15000,1000,1,0,0,0,0,0,0,False
100000,1001,0,0,0,1,0,0,0,False
50000,1002,0,0,0,1,0,1,0,False
30000,1003,0,0,1,0,0,0,0,False
30000,1004,1,0,0,0,0,0,0,False
150000,1005,0,0,0,1,0,0,0,False
5000,1006,0,1,0,0,0,1,0,False
100000,1007,0,0,0,1,0,0,0,False
75000,1008,0,0,0,1,0,1,0,False
30000,1009,0,1,0,0,0,0,0,False
100000,1010,0,0,0,1,0,0,0,False
20000,1011,0,1,0,0,0,0,0,False
10000,1012,0,0,1,0,0,0,0,False
20000,1013,1,0,0,1,0,0,0,False
200000,1014,0,0,0,1,0,1,0,False
10000,1015,0,1,0,0,0,0,0,False
100000,1016,0,0,0,1,1,1,0,False
50000,1017,0,0,0,0,1,1,1,False
100000,1018,1,0,0,1,0,0,0,False
50000,1019,0,0,0,1,0,1,0,False
75000,1020,0,0,0,0,1,0,0,False
150000,1021,0,0,0,0,0,0,1,False
150000,1022,0,0,0,0,0,0,1,False
75000,1023,0,0,0,0,1,0,0,False
75000,1024,0,0,0,0,1,0,0,False
5000,1025,0,1,0,0,0,0,0,False
15000,1026,1,0,0,0,0,0,0,False
20000,1027,0,1,0,0,0,0,0,False
20000,1028,1,0,1,0,0,0,0,False
5000,1029,0,1,0,1,0,0,0,False
10000,1030,0,0,1,0,0,0,0,False
30000,1031,1,0,1,0,0,1,0,False
50000,1032,0,0,1,0,1,0,1,False
5000,1033,1,0,1,0,0,0,0,False
200000,1034,0,0,0,1,0,1,0,False
75000,1035,0,0,0,0,1,0,0,False
30000,1036,0,1,0,0,0,0,0,False
10000,1037,1,0,0,0,0,0,0,False
50000,1038,0,0,0,1,0,1,1,False
10000,1039,1,0,1,0,1,0,0,False
5000,1040,0,1,0,0,0,0,0,False
100000,1041,0,0,0,1,0,0,0,False
10000,1042,0,1,0,0,0,0,0,False
15000,1043,1,0,0,0,0,0,0,False
10000,1044,0,0,1,0,0,0,0,False
5000,1045,1,0,1,0,0,0,0,False
75000,1046,0,0,0,0,0,0,0,False
150000,1047,0,0,0,0,0,0,1,False
100000,1048,0,0,0,1,0,1,0,False
10000,1049,0,1,0,0,0,0,0,False
150000,1050,0,0,0,0,0,0,1,False
150000,1051,0,0,0,1,0,0,0,False
100000,1052,0,0,0,1,0,0,0,False
100000,1053,0,0,0,1,0,1,0,False
75000,1054,0,0,0,0,1,0,0,False
50000,1055,0,0,0,1,0,0,0,False
150000,1056,0,0,0,0,0,1,1,False
150000,1057,0,0,0,0,0,0,1,False
5000,1058,1,0,0,0,0,0,0,False
30000,1059,1,0,0,0,0,0,0,False
200000,1060,0,0,0,1,0,0,0,False
10000,1061,0,0,1,0,0,0,0,False
15000,1062,0,0,0,0,0,0,0,False
20000,1063,1,0,0,0,0,0,0,False
15000,1064,0,1,0,0,0,0,0,False
200000,1065,0,0,0,1,0,1,0,False
100000,1066,0,0,0,0,0,0,1,False
100000,1067,0,0,0,0,0,1,1,False
200000,1068,0,0,0,0,0,0,1,False
5000,1069,0,0,1,0,0,0,0,False
150000,1070,0,0,0,1,0,0,0,False
20000,1071,1,0,0,0,0,0,0,False
150000,1072,0,0,0,0,0,0,1,False
200000,1073,0,0,0,0,0,1,0,False
20000,1074,1,0,0,0,0,0,0,False
100000,1075,0,0,0,0,0,0,1,False
100000,1076,0,0,0,0,0,0,1,False
150000,1077,0,0,0,1,0,0,0,False
200000,1078,0,0,0,0,0,0,1,False
15000,1079,1,0,0,0,0,0,0,False
150000,1080,0,0,0,0,0,0,1,False
