CREDIT_LIMIT,CUSTOMER_ID,HAS_PROD_Cashback_Card,HAS_PROD_Classic_Credit_Card,HAS_PROD_Gold_Credit_Card,HAS_PROD_Platinum_Credit_Card,HAS_PROD_Titanium_Credit_Card,HAS_PROD_Travel_Rewards_Card,HAS_PROD_World_Elite_Card,AGE_GROUP_18_25
30000,788,1,0,0,0,0,0,0,False
30000,789,1,1,1,0,0,0,1,False
30000,790,1,1,0,0,0,0,0,False
20000,791,0,0,1,0,0,0,0,False
50000,792,0,0,0,1,1,0,1,False
10000,793,1,0,1,0,0,0,0,False
10000,795,1,0,0,0,0,1,0,False
30000,796,1,1,0,0,0,0,0,False
150000,798,0,0,0,1,0,0,1,False
20000,799,0,0,0,0,0,0,0,False
15000,800,0,1,0,0,0,0,0,False
100000,801,0,0,0,0,0,0,1,False
50000,802,0,0,0,1,0,1,0,False
200000,803,0,0,0,1,0,1,0,False
100000,804,0,0,0,0,0,0,0,False
10000,805,1,1,0,0,1,0,0,False
150000,806,0,0,0,1,0,0,0,False
20000,807,1,1,0,0,0,0,0,False
200000,808,0,0,0,0,0,0,0,False
30000,809,0,1,0,0,0,0,0,False
10000,810,1,1,0,1,0,0,0,False
5000,811,0,1,0,0,0,0,0,False
200000,812,0,0,0,0,0,1,1,False
10000,813,0,1,0,0,0,0,0,False
150000,814,0,0,0,0,1,1,1,False
200000,815,0,0,0,1,0,0,0,False
20000,816,0,1,0,0,0,0,0,False
100000,817,0,0,0,0,0,1,1,False
150000,818,0,0,0,0,0,0,1,False
200000,820,0,0,0,0,0,0,1,False
75000,821,0,0,0,1,0,1,0,False
50000,825,0,1,0,0,1,0,1,False
5000,826,1,0,1,0,1,0,0,False
15000,827,1,1,0,1,0,0,0,False
20000,828,0,1,1,0,0,0,1,False
10000,829,1,0,0,0,0,0,0,False
50000,830,0,0,0,1,1,0,1,False
20000,831,1,0,0,0,0,0,0,False
10000,832,1,0,0,0,0,0,0,False
20000,834,1,0,1,0,0,0,0,False
20000,835,0,1,0,1,0,0,0,False
75000,836,0,0,0,1,0,0,0,False
100000,837,0,0,0,0,0,0,1,False
75000,838,0,0,0,0,1,0,0,False
100000,839,0,0,0,1,0,1,0,False
150000,841,0,0,0,1,0,0,0,False
50000,842,0,0,0,0,1,0,0,False
20000,843,0,1,0,0,0,0,0,False
5000,844,1,0,0,0,0,0,0,False
100000,845,0,0,0,0,0,0,1,False
5000,847,1,0,0,0,0,0,0,False
30000,848,0,1,0,0,0,0,0,False
5000,849,1,0,0,0,1,0,0,False
100000,850,0,0,0,1,0,0,0,False
75000,851,0,0,0,0,1,0,0,False
75000,853,0,0,0,1,0,0,0,False
10000,854,1,1,0,0,0,0,0,False
150000,855,0,0,0,0,0,0,1,False
100000,860,1,1,0,0,0,1,1,False
10000,861,0,0,1,0,0,0,0,False
5000,862,0,0,0,0,0,0,0,False
150000,863,0,0,0,0,0,0,0,False
75000,864,0,0,0,1,0,1,0,False
100000,865,0,0,0,1,0,1,0,False
15000,866,0,1,0,0,0,0,0,False
50000,869,1,0,0,0,1,0,0,False
10000,870,1,0,0,0,0,1,0,False
150000,872,0,0,0,1,0,0,0,False
50000,873,0,0,0,1,0,0,0,False
50000,874,0,0,0,0,1,0,0,False
5000,875,1,0,0,0,0,0,0,False
30000,876,1,0,0,0,1,0,0,False
10000,878,1,0,0,0,0,0,0,False
50000,879,0,0,0,1,1,1,0,False
10000,881,1,0,0,0,0,0,0,False
100000,884,0,0,0,1,0,0,0,False
20000,885,1,0,0,0,0,0,0,False
20000,886,0,0,1,0,0,0,0,False
75000,887,0,1,0,0,1,1,0,False
30000,889,1,0,1,0,0,0,0,False
200000,890,0,0,0,0,0,1,1,False
50000,891,0,0,0,0,1,0,0,False
20000,892,0,1,0,0,0,0,0,False
20000,893,1,0,0,0,0,0,0,False
200000,894,0,0,0,1,0,0,0,False
200000,895,0,0,0,0,0,1,1,False
10000,897,1,0,1,0,0,0,0,False
5000,898,0,0,0,0,1,0,0,False
100000,899,0,0,0,1,1,1,0,False
30000,900,1,0,0,0,0,0,0,False
5000,901,1,0,1,0,0,0,0,False
30000,902,1,0,1,0,0,0,0,False
75000,905,0,0,0,1,1,0,0,False
30000,906,1,0,0,0,1,0,0,False
200000,908,0,0,0,1,0,1,0,False
20000,909,1,0,0,0,1,0,0,False
10000,910,1,0,0,1,0,0,0,False
10000,912,0,1,0,0,0,0,0,False
75000,913,0,0,0,0,1,0,0,False
75000,915,0,0,0,1,0,0,0,False
100000,916,0,0,0,0,1,1,1,False
50000,917,0,0,0,1,0,0,0,False
200000,918,0,1,0,0,0,1,1,False
50000,920,0,0,0,0,1,0,1,False
50000,921,0,0,1,0,1,0,1,False
100000,922,0,0,0,1,0,1,0,False
30000,923,0,0,1,0,0,0,0,False
30000,924,0,1,0,0,0,0,0,False
15000,925,1,0,0,0,0,0,0,False
100000,926,0,0,0,0,0,0,1,False
200000,927,0,1,0,0,0,1,1,False
10000,928,1,0,0,0,0,0,0,False
15000,929,1,1,1,0,1,0,0,False
100000,930,0,0,0,0,0,0,1,False
20000,931,1,0,0,0,0,0,0,False
30000,933,1,0,0,0,0,0,0,False
20000,936,1,1,0,0,0,0,0,False
5000,938,0,1,0,0,0,0,0,False
75000,939,0,0,0,1,0,0,0,False
100000,940,0,0,0,1,0,1,0,False
50000,941,0,0,0,0,1,0,0,False
15000,942,0,1,0,0,0,0,0,False
5000,943,0,1,0,0,0,1,0,False
100000,944,0,0,0,1,0,0,0,False
150000,945,0,1,0,1,0,1,0,False
10000,947,1,0,1,0,0,0,0,False
20000,948,0,0,1,0,0,0,0,False
15000,949,1,1,0,0,0,0,0,False
20000,950,0,1,0,0,0,0,0,False
5000,951,1,0,1,0,0,0,1,False
10000,952,1,0,0,0,0,0,0,False
75000,953,0,0,0,1,0,0,0,False
75000,954,0,0,0,0,1,0,0,False
50000,955,0,0,0,1,0,0,0,False
50000,956,0,0,0,1,0,0,0,False
30000,957,1,0,1,0,0,0,0,False
100000,959,0,0,0,1,0,1,1,False
20000,961,1,0,0,0,0,0,0,False
15000,962,1,0,0,0,0,0,0,False
15000,963,1,1,0,0,1,0,0,False
20000,964,1,0,0,0,1,0,0,False
150000,965,0,0,0,1,0,1,0,False
20000,967,0,1,0,1,0,0,0,False
50000,968,0,0,0,1,0,0,0,False
30000,969,1,0,1,0,0,1,1,False
30000,970,1,1,0,0,0,0,1,False
30000,974,0,1,0,0,0,0,0,False
30000,975,1,0,0,1,0,0,1,False
5000,978,1,0,0,0,0,1,0,False
5000,979,1,0,1,0,0,0,0,False
15000,980,1,0,0,0,0,0,0,False
200000,981,0,0,0,0,0,1,1,False
50000,982,0,0,0,0,1,0,0,False
30000,983,0,0,1,0,0,0,0,False
150000,984,0,0,0,1,0,0,0,False
15000,985,0,1,0,0,0,0,0,False
5000,986,0,0,1,0,0,0,0,False
30000,987,1,0,1,0,0,0,0,False
150000,988,0,0,0,1,0,0,0,False
200000,990,0,0,0,0,0,1,1,False
200000,991,1,0,0,0,0,1,1,False
200000,992,0,0,0,0,0,0,1,False
75000,993,0,0,0,0,1,0,0,False
15000,994,1,0,1,0,1,0,0,False
150000,995,0,0,0,0,0,0,1,False
30000,996,1,0,0,0,0,0,1,False
50000,997,0,0,0,1,0,1,1,False
10000,998,1,1,0,1,0,0,0,False
75000,999,0,0,1,1,0,1,0,False
10000,1000,1,0,0,0,0,0,1,False
50000,5,0,0,0,1,0,0,0,False
100000,8,0,0,0,0,0,1,1,False
150000,24,0,0,0,0,0,0,1,False
15000,26,0,0,1,0,0,0,0,False
30000,32,0,0,1,0,0,0,0,False
30000,38,0,1,0,0,0,0,0,False
30000,50,0,1,0,0,0,0,0,False
10000,54,0,0,1,0,0,0,0,False
100000,60,0,0,0,1,0,1,0,False
20000,66,0,1,0,0,0,0,0,False
5000,82,0,0,1,0,0,0,0,False
30000,97,1,0,1,0,0,0,0,False
75000,99,0,0,0,1,0,0,0,False
100000,102,0,0,1,1,0,0,0,False
15000,107,1,0,0,0,0,0,0,False
10000,108,0,1,0,0,0,0,0,False
5000,113,0,1,0,0,0,0,0,False
100000,120,0,0,0,0,0,0,1,False
75000,142,0,0,0,1,0,0,0,False
100000,144,0,0,0,0,0,1,1,False
15000,150,1,1,0,0,0,1,0,False
75000,152,0,0,0,1,0,0,0,False
75000,158,0,0,0,1,1,0,0,False
150000,160,0,0,0,0,0,0,1,False
100000,170,0,0,0,1,0,1,0,False
75000,173,0,0,0,1,0,0,0,False
5000,178,0,1,0,0,0,0,0,False
150000,182,0,0,0,0,0,0,1,False
15000,190,1,1,1,0,0,0,1,False
15000,194,0,0,1,0,0,0,0,False
150000,196,0,0,0,0,0,0,1,False
10000,198,0,1,0,0,0,0,0,False
50000,227,0,0,0,0,1,0,0,False
5000,243,1,0,0,0,0,0,0,False
5000,251,1,0,0,0,0,0,0,False
30000,262,0,0,1,0,0,0,0,False
30000,277,0,0,1,0,0,0,0,False
5000,302,1,0,1,0,0,0,0,False
20000,305,0,0,1,0,0,0,0,False
20000,311,0,0,1,0,0,0,0,False
100000,313,0,0,0,0,0,0,1,False
5000,314,1,0,0,0,0,0,0,False
15000,316,1,0,0,0,0,0,0,False
10000,330,0,0,1,0,0,0,0,False
100000,332,0,0,0,1,0,0,0,False
200000,336,0,0,0,1,0,0,0,False
30000,340,0,0,0,0,0,0,0,False
150000,371,0,0,0,0,0,0,1,False
20000,381,0,0,1,0,0,0,0,False
5000,382,0,0,1,0,0,0,0,False
150000,396,0,0,0,0,0,0,1,False
10000,404,0,1,0,0,0,0,0,False
10000,425,1,0,0,0,0,0,0,False
5000,428,1,0,0,0,0,0,0,False
200000,432,0,0,0,0,0,0,1,False
100000,433,0,0,0,0,0,0,1,False
150000,434,0,0,0,0,0,0,0,False
10000,442,1,0,0,0,0,0,0,False
5000,451,0,0,1,0,0,0,0,False
10000,461,1,0,0,0,1,1,0,False
20000,467,0,1,0,0,0,0,0,False
50000,476,0,0,0,0,1,0,0,False
50000,477,0,0,0,1,0,1,0,False
10000,491,1,1,0,0,0,0,0,False
10000,499,0,1,0,0,0,0,0,False
200000,512,0,0,0,0,0,1,1,False
5000,519,0,0,1,0,0,0,0,False
10000,522,0,0,1,0,0,0,0,False
200000,526,0,0,0,1,0,1,0,False
10000,527,1,0,0,0,0,0,0,False
200000,553,0,0,0,0,0,0,1,False
75000,554,0,0,0,0,0,0,0,False
30000,574,0,1,0,0,0,0,0,False
150000,575,0,0,0,0,0,0,1,False
20000,584,0,1,0,0,0,0,0,False
30000,590,1,0,0,0,0,0,0,False
5000,597,1,0,0,0,0,0,0,False
50000,613,0,0,0,1,0,0,0,False
20000,616,0,0,0,0,0,0,0,False
20000,617,1,0,0,0,0,0,0,False
200000,619,0,0,0,1,0,0,0,False
150000,622,0,0,0,0,0,0,1,False
20000,640,0,0,1,0,0,0,0,False
100000,643,0,0,0,1,0,0,0,False
100000,644,0,0,0,1,1,0,1,False
50000,646,0,0,0,1,0,1,0,False
15000,650,1,0,0,0,0,0,0,False
50000,654,0,0,0,1,0,1,0,False
100000,655,0,0,0,0,0,0,1,False
150000,660,0,0,0,0,0,1,1,False
100000,668,1,0,0,0,1,0,1,False
75000,671,0,0,0,1,0,0,0,False
20000,674,1,0,0,0,0,0,0,False
150000,675,0,0,0,0,0,0,1,False
200000,695,0,0,0,0,0,0,1,False
150000,696,0,0,0,0,0,1,1,False
50000,697,0,0,0,1,0,0,0,False
100000,698,0,0,0,0,0,0,1,False
20000,702,1,0,0,0,0,0,0,False
30000,707,0,0,1,0,0,0,0,False
150000,713,0,0,0,0,0,0,1,False
50000,720,0,0,0,1,0,0,0,False
50000,723,0,0,0,1,0,1,0,False
5000,727,0,1,0,0,0,0,0,False
5000,728,0,0,1,0,0,0,0,False
75000,738,0,0,0,0,0,0,0,False
75000,760,0,0,0,0,1,0,0,False
100000,794,0,0,0,0,0,0,1,False
20000,797,1,0,0,0,0,0,0,False
20000,819,0,1,0,0,0,0,0,False
50000,822,0,0,0,0,1,0,0,False
200000,823,0,0,0,1,0,0,0,False
150000,833,0,0,0,0,0,0,1,False
5000,852,0,1,0,0,0,0,0,False
20000,856,0,1,0,0,0,0,0,False
20000,857,1,0,0,0,0,0,0,False
100000,859,0,0,0,1,0,0,0,False
100000,867,0,0,0,0,0,0,1,False
5000,868,0,1,0,0,0,0,0,False
200000,877,0,0,0,1,0,0,0,False
200000,882,0,0,0,0,0,1,1,False
30000,883,1,0,0,0,0,0,0,False
30000,888,0,1,0,0,0,0,0,False
75000,896,0,0,0,0,1,0,0,False
75000,903,0,0,0,0,1,0,0,False
10000,904,1,0,0,0,0,0,0,False
30000,907,1,0,0,0,0,0,0,False
15000,911,0,0,1,0,0,0,0,False
15000,914,0,1,0,0,0,0,0,False
100000,932,0,0,0,1,0,0,0,False
15000,934,1,0,0,1,0,0,0,False
20000,935,0,0,1,0,0,0,0,False
30000,937,0,0,1,0,0,0,0,False
150000,946,0,0,0,0,0,0,1,False
150000,958,0,0,0,0,0,1,1,False
20000,960,0,1,0,0,0,0,0,False
10000,966,0,1,0,0,1,0,0,False
75000,971,0,0,0,1,1,0,0,False
30000,972,0,1,0,0,0,0,0,False
100000,973,0,0,0,1,0,0,0,False
20000,976,0,0,1,0,0,0,0,False
10000,977,0,1,0,0,0,0,0,False
100000,989,0,0,0,0,0,0,1,False
75000,28,0,0,0,1,0,0,0,False
10000,69,0,0,1,0,0,0,0,False
20000,84,0,1,0,0,0,0,0,False
100000,110,0,0,0,0,0,0,1,False
75000,138,0,0,0,1,0,0,0,False
150000,151,0,0,0,0,0,0,1,False
30000,202,1,0,0,0,0,0,0,False
15000,247,0,0,1,0,0,0,0,False
75000,276,0,0,0,1,0,0,0,False
150000,285,0,0,0,0,0,0,1,False
20000,289,0,1,1,0,0,0,0,False
10000,324,1,0,0,0,0,0,0,False
200000,351,0,0,0,1,0,0,0,False
50000,352,0,0,0,0,0,0,0,False
100000,395,0,0,0,0,0,0,1,False
15000,398,0,0,1,0,0,0,0,False
150000,418,0,0,0,1,0,0,0,False
50000,447,0,0,0,0,1,0,0,False
20000,450,0,1,0,0,0,0,0,False
10000,513,0,0,1,0,0,0,0,False
15000,563,0,1,0,0,0,0,0,False
5000,578,0,0,1,0,0,0,0,False
75000,594,0,0,0,1,0,0,0,False
75000,625,0,0,0,1,0,0,0,False
50000,637,0,0,0,0,0,0,0,False
200000,688,0,0,0,1,0,0,0,False
75000,726,0,0,0,1,0,0,0,False
30000,824,0,1,0,0,0,0,0,False
75000,840,0,0,0,0,1,0,0,False
75000,858,0,0,0,1,0,0,0,False
20000,871,1,0,0,0,0,0,0,False
15000,880,0,0,1,0,0,0,0,False
30000,919,1,0,0,0,0,0,0,False
50000,846,0,0,0,1,0,0,0,False
150000,1001,0,0,0,0,0,0,1,False
200000,1002,0,0,0,1,0,0,0,False
50000,1003,1,0,0,0,1,0,0,False
75000,1004,0,0,0,1,0,0,0,False
100000,1005,0,0,0,0,0,1,0,False
20000,1006,1,0,0,0,0,0,0,False
200000,1008,1,0,0,0,0,0,0,False
50000,1009,0,0,0,1,1,1,0,False
15000,1010,0,0,1,0,0,0,0,False
200000,1012,0,0,0,1,0,0,0,False
10000,1013,0,0,1,0,0,0,0,False
20000,1014,1,0,0,0,0,0,0,False
30000,1015,0,0,1,0,0,0,0,False
30000,1016,1,1,0,0,0,0,0,False
200000,1017,0,0,0,1,0,1,0,False
150000,1018,0,0,0,0,0,0,1,False
100000,1019,0,0,0,0,0,0,1,False
15000,1020,1,0,0,0,0,0,0,False
15000,1021,1,0,0,0,0,0,0,False
50000,1022,0,0,0,0,1,0,0,False
50000,1023,0,0,0,1,0,0,1,False
150000,1024,0,0,0,1,0,0,0,False
30000,1025,1,0,0,0,0,0,0,False
50000,1026,0,0,0,1,0,0,0,False
50000,1028,0,0,0,0,1,0,0,False
75000,1029,1,0,0,1,1,0,0,False
50000,1030,0,0,0,1,0,0,0,False
10000,1031,1,0,0,0,0,0,0,False
30000,1033,1,0,0,0,0,0,0,False
5000,1034,1,0,0,0,1,0,0,False
10000,1035,1,1,0,1,0,0,0,False
5000,1037,1,1,0,0,0,0,0,False
20000,1038,0,0,0,0,0,0,0,False
30000,1039,1,1,0,0,0,0,0,False
20000,1040,0,1,0,0,0,0,0,False
30000,1041,0,0,1,0,0,0,0,False
5000,1042,1,0,0,0,0,0,0,False
200000,1043,0,0,0,0,0,1,1,False
20000,1044,1,1,0,1,1,0,0,False
10000,1045,1,1,0,0,0,0,0,False
15000,1046,0,0,1,0,0,0,0,False
5000,1047,1,0,0,0,0,0,0,False
200000,1048,0,0,0,0,0,0,1,False
20000,1049,0,1,0,0,0,0,0,False
50000,1050,0,0,0,0,1,0,0,False
150000,1051,0,0,0,0,0,0,1,False
100000,1052,0,0,0,0,0,1,1,False
10000,1053,0,0,1,0,0,0,0,False
100000,1054,0,0,0,0,1,1,1,False
15000,1055,0,0,1,0,0,0,0,False
20000,1056,1,0,0,0,0,0,0,False
10000,1057,1,0,0,0,0,0,0,False
100000,1058,0,0,1,1,0,1,0,False
75000,1059,0,0,0,0,1,1,0,False
75000,1060,0,0,0,0,1,0,0,False
75000,1061,0,0,0,0,1,0,0,False
150000,1062,0,0,0,0,0,1,0,False
10000,1063,0,0,1,0,0,0,0,False
200000,1065,0,0,1,0,0,0,0,False
50000,1066,0,0,0,1,0,1,0,False
150000,1067,0,0,1,0,0,0,0,False
100000,1068,0,0,0,0,0,0,1,False
5000,1069,0,0,1,0,0,0,0,False
5000,1070,1,0,0,0,1,0,0,False
15000,1071,0,0,1,0,0,0,0,False
100000,1073,0,0,0,1,0,0,1,False
100000,1075,0,0,0,1,0,1,0,False
75000,1076,0,0,0,1,1,1,0,False
50000,1077,1,0,0,0,1,0,0,False
150000,1078,1,0,0,1,0,0,0,False
20000,1080,0,1,0,0,0,0,0,False
