BRANCH_ID,BRANCH_NAME,CREATION_DATE,CREDIT_LIMIT,ACTIVATED,STATUS,STATUS_NAME,DELINQUENCY,LAST_STATEMENT_DATE,PRODUCT_NAME,LEDGER_BALANCE,AVAILABLE_LIMIT,GENDER,DOB,CUSTOMER_TYPE,RIMNO,CLOSURE_DATE,OVERDUEAMOUNT,NO_OF_CYCLES,FIRST_REPLACED_CARD,SECOND_REPLACED_CARD,THIRD_REPLACED_CARD,Card account status ,DOB_WAS_MISSING,CUSTOMER_ID
4,Mansoura,2022-02-17,200000,A,NORM,Normal,0,2026-01-25,Business Credit Card,89223.66,110717.73,M,1980-10-22,Secondary,100244,,0.0,48,,,,NORM,0,245
4,Mansoura,2022-02-17,200000,A,NORM,Normal,0,2026-01-21,Travel Rewards Card,154381.75,45526.71,M,1980-10-22,Secondary,100244,,0.0,48,,,,NORM,0,245
9,Ismailia,2018-02-09,50000,A,NORM,Normal,0,2026-01-24,Titanium Credit Card,9213.88,40502.03,M,1975-07-16,Primary,100245,,0.0,97,,,,NORM,0,246
9,Ismailia,2018-02-09,50000,A,NORM,Normal,0,2026-01-30,Business Credit Card,45741.97,3851.47,M,1975-07-16,Primary,100245,,0.0,97,,,,NORM,0,246
8,Zagazig,2019-08-07,30000,A,30DD,30 Days Delinquent,30,2026-01-19,Classic Credit Card,26225.88,3546.74,F,1962-09-08,Secondary,100246,,17839.94,79,,,,30DD,0,247
2,Giza,2019-07-01,75000,A,NORM,Normal,0,2026-01-19,Platinum Credit Card,26181.95,48327.2,M,1982-09-02,Primary,100247,,0.0,80,,,,NORM,0,248
6,Assiut,2023-01-29,30000,A,NORM,Normal,0,2026-01-31,Classic Credit Card,2704.8,27114.53,M,1974-04-08,Primary,100248,,0.0,36,,,,NORM,0,249
8,Zagazig,2022-07-24,10000,A,NORM,Normal,0,2026-01-19,Classic Credit Card,4759.15,5106.64,F,1974-02-01,Primary,100249,,0.0,42,,,,NORM,0,250
3,Alexandria,2021-05-31,200000,A,NEW,New,0,2026-01-24,Platinum Credit Card,98979.14,101015.93,M,1996-03-23,Secondary,100250,,0.0,56,,,,NEW,0,251
1,Cairo Main,2021-05-09,30000,A,NORM,Normal,0,2026-01-21,Gold Credit Card,3943.78,25754.39,M,1990-05-17,Primary,100251,,0.0,57,,,,NORM,0,252
2,Giza,2018-09-10,20000,A,NORM,Normal,0,2026-01-20,Gold Credit Card,9627.92,10213.72,F,1960-07-14,Secondary,100252,,0.0,90,,,,NORM,0,253
2,Giza,2022-12-22,15000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,13532.95,1421.46,F,1968-11-13,Secondary,100253,,0.0,37,,,,NORM,0,254
2,Giza,2022-12-22,15000,A,NORM,Normal,0,2026-01-27,Cashback Card,4900.83,9978.16,F,1968-11-13,Secondary,100253,,0.0,37,,,,NORM,0,254
2,Giza,2022-12-22,15000,A,NORM,Normal,0,2026-01-20,World Elite Card,-1450.1,13214.32,F,1968-11-13,Secondary,100253,,0.0,37,,,,NORM,0,254
1,Cairo Main,2022-10-14,15000,A,NORM,Normal,0,2026-01-20,Classic Credit Card,11844.69,2951.04,F,1977-03-02,Secondary,100254,,0.0,40,,,,NORM,0,255
10,Suez,2020-10-03,30000,A,NORM,Normal,0,2026-01-17,Business Credit Card,-2274.66,27342.81,M,1987-09-04,Primary,100255,,0.0,64,,,,NORM,0,256
4,Mansoura,2023-11-24,20000,A,NORM,Normal,0,2026-01-18,Gold Credit Card,5188.06,14801.58,F,1988-10-29,Primary,100256,,0.0,26,,,,NORM,0,257
4,Mansoura,2023-11-24,20000,A,NORM,Normal,0,2026-01-27,Titanium Credit Card,12772.58,6926.94,F,1988-10-29,Primary,100256,,0.0,26,,,,NORM,0,257
6,Assiut,2021-01-12,15000,A,NORM,Normal,0,2026-01-25,Classic Credit Card,3448.84,11348.61,M,1977-06-03,Secondary,100257,,0.0,61,,,,NORM,0,258
6,Assiut,2024-07-20,20000,A,NORM,Normal,0,2026-01-30,Cashback Card,18173.76,1482.99,M,1994-05-25,Primary,100258,,0.0,18,,,,NORM,0,259
7,Luxor,2019-12-13,15000,A,NORM,Normal,0,2026-01-19,Cashback Card,4624.7,10202.71,M,1975-12-01,Primary,100259,,0.0,74,,,,NORM,0,260
10,Suez,2024-04-25,20000,A,NEW,New,0,2026-01-24,Business Credit Card,-121.32,19751.22,M,1966-05-17,Primary,100260,,0.0,21,,,,NEW,0,261
4,Mansoura,2023-11-27,100000,A,NORM,Normal,0,2026-01-26,World Elite Card,79632.93,20044.57,M,1960-11-22,Secondary,100261,,0.0,26,,,,NORM,0,262
1,Cairo Main,2024-07-30,15000,A,60DA,60 Days Delinquent,60,2026-01-31,Gold Credit Card,4242.01,10377.63,M,1966-08-17,Primary,100262,,1264.77,18,,,,60DA,0,263
1,Cairo Main,2024-07-30,15000,A,NORM,Normal,0,2026-01-24,Titanium Credit Card,2518.54,12406.95,M,1966-08-17,Primary,100262,,0.0,18,,,,NORM,0,263
3,Alexandria,2022-11-25,100000,A,NORM,Normal,0,2026-01-30,Platinum Credit Card,32993.76,66922.93,M,1992-11-06,Primary,100263,,0.0,38,,,,NORM,0,264
3,Alexandria,2018-01-08,200000,A,NORM,Normal,0,2026-01-27,World Elite Card,144451.16,55112.93,M,1992-09-10,Primary,100264,,0.0,98,,,,NORM,0,265
3,Alexandria,2018-01-08,200000,A,NORM,Normal,0,2026-01-30,Travel Rewards Card,68885.44,131030.6,M,1992-09-10,Primary,100264,,0.0,98,,,,NORM,0,265
3,Alexandria,2018-11-15,20000,A,NORM,Normal,0,2026-01-21,Classic Credit Card,15163.08,4747.55,M,1974-11-08,Primary,100265,,0.0,87,,,,NORM,0,266
3,Alexandria,2018-11-15,20000,A,NORM,Normal,0,2026-01-27,Gold Credit Card,17575.15,2302.03,M,1974-11-08,Primary,100265,,0.0,87,,,,NORM,0,266
3,Alexandria,2018-11-15,20000,A,NORM,Normal,0,2026-01-27,Cashback Card,-1564.92,18182.83,M,1974-11-08,Primary,100265,,0.0,87,,,,NORM,0,266
6,Assiut,2019-03-19,5000,A,NORM,Normal,0,2026-01-24,Cashback Card,194.53,4374.63,F,1971-07-07,Primary,100266,,0.0,83,,,,NORM,0,267
9,Ismailia,2019-02-20,100000,A,NORM,Normal,0,2026-01-31,World Elite Card,64571.96,35071.33,M,1976-11-01,Primary,100267,,0.0,84,,,,NORM,0,268
1,Cairo Main,2020-12-05,10000,A,NORM,Normal,0,2026-01-20,Gold Credit Card,-993.98,8775.63,M,1974-04-18,Primary,100268,,0.0,62,,,,NORM,0,269
1,Cairo Main,2019-11-07,200000,A,NORM,Normal,0,2026-01-21,World Elite Card,166646.47,33120.22,M,1979-05-07,Primary,100269,,0.0,75,,,,NORM,0,270
5,Tanta,2021-02-27,30000,A,NORM,Normal,0,2026-01-19,Gold Credit Card,23385.27,6412.13,M,1989-08-19,Primary,100270,,0.0,60,,,,NORM,0,271
5,Tanta,2024-09-24,100000,A,NORM,Normal,0,2026-01-23,World Elite Card,3255.18,96726.61,M,1996-12-15,Primary,100271,,0.0,16,,,,NORM,0,272
7,Luxor,2023-06-27,30000,A,NEW,New,0,2026-01-26,Gold Credit Card,9051.03,20799.21,F,1981-02-14,Primary,100272,,0.0,31,,,,NEW,0,273
5,Tanta,2023-03-20,30000,A,NORM,Normal,0,2026-01-28,Classic Credit Card,21414.77,8210.06,M,1979-09-22,Primary,100273,,0.0,34,,,,NORM,0,274
5,Tanta,2023-03-20,30000,A,NORM,Normal,0,2026-01-24,Cashback Card,4701.49,25290.32,M,1979-09-22,Primary,100273,,0.0,34,,,,NORM,0,274
10,Suez,2024-03-17,5000,A,NORM,Normal,0,2026-01-31,Gold Credit Card,1942.32,2616.49,M,1970-03-16,Primary,100274,,0.0,22,,,,NORM,0,275
10,Suez,2024-03-17,5000,A,NORM,Normal,0,2026-01-18,Travel Rewards Card,2860.12,2089.24,M,1970-03-16,Primary,100274,,0.0,22,,,,NORM,0,275
1,Cairo Main,2024-05-28,150000,A,NEW,New,0,2026-01-17,World Elite Card,122357.78,27603.16,M,1982-07-10,Secondary,100275,,0.0,20,,,,NEW,0,276
4,Mansoura,2018-06-24,75000,A,60DA,60 Days Delinquent,60,2026-01-27,Gold Credit Card,59215.0,15751.12,F,1965-08-29,Primary,100276,,15249.63,92,,,,60DA,0,277
4,Mansoura,2018-06-24,75000,A,NORM,Normal,0,2026-01-26,Titanium Credit Card,51116.59,23602.61,F,1965-08-29,Primary,100276,,0.0,92,,,,NORM,0,277
4,Mansoura,2018-06-24,75000,A,NORM,Normal,0,2026-01-22,Business Credit Card,27808.24,47024.74,F,1965-08-29,Primary,100276,,0.0,92,,,,NORM,0,277
7,Luxor,2022-06-16,150000,A,NORM,Normal,0,2026-01-19,Platinum Credit Card,66427.11,83511.24,F,1984-12-15,Primary,100277,,0.0,44,,,,NORM,0,278
7,Luxor,2022-06-16,150000,A,NORM,Normal,0,2026-01-28,Classic Credit Card,107740.99,41894.68,F,1984-12-15,Primary,100277,,0.0,44,,,,NORM,0,278
10,Suez,2019-02-15,10000,A,NORM,Normal,0,2026-01-28,Gold Credit Card,5936.47,3843.6,F,1994-01-07,Primary,100278,,0.0,84,,,,NORM,0,279
10,Suez,2019-02-15,10000,A,NEW,New,0,2026-01-31,Titanium Credit Card,-21.51,9786.55,F,1994-01-07,Primary,100278,,0.0,84,,,,NEW,0,279
8,Zagazig,2019-12-07,30000,A,30DD,30 Days Delinquent,30,2026-01-19,Cashback Card,3126.54,26588.81,F,1961-09-05,Secondary,100279,,7807.81,74,,,,30DD,0,280
1,Cairo Main,2023-05-01,30000,A,NORM,Normal,0,2026-01-31,Gold Credit Card,25856.24,4143.48,F,1993-06-14,Secondary,100280,,0.0,33,,,,NORM,0,281
3,Alexandria,2022-12-20,50000,A,NORM,Normal,0,2026-01-17,Platinum Credit Card,-1530.32,48235.53,F,1973-06-24,Primary,100281,,0.0,37,,,,NORM,0,282
3,Alexandria,2022-12-20,50000,A,NORM,Normal,0,2026-01-17,Travel Rewards Card,37613.71,12214.92,F,1973-06-24,Primary,100281,,0.0,37,,,,NORM,0,282
9,Ismailia,2019-10-14,10000,A,NORM,Normal,0,2026-01-22,Gold Credit Card,4864.97,4690.44,M,1995-07-03,Secondary,100282,,0.0,76,,,,NORM,0,283
9,Ismailia,2019-10-14,10000,A,NORM,Normal,0,2026-01-25,Cashback Card,7771.27,1933.84,M,1995-07-03,Secondary,100282,,0.0,76,,,,NORM,0,283
4,Mansoura,2023-02-13,5000,A,NORM,Normal,0,2026-01-20,Gold Credit Card,2037.83,2798.09,F,1961-06-25,Primary,100283,,0.0,36,,,,NORM,0,284
4,Mansoura,2023-02-13,5000,A,NORM,Normal,0,2026-01-25,Cashback Card,3708.79,1162.39,F,1961-06-25,Primary,100283,,0.0,36,,,,NORM,0,284
4,Mansoura,2023-06-26,200000,A,NORM,Normal,0,2026-01-21,Platinum Credit Card,180797.13,18970.7,M,1976-09-15,Secondary,100284,,0.0,31,,,,NORM,0,285
5,Tanta,2022-05-03,5000,A,NORM,Normal,0,2026-01-17,Classic Credit Card,2474.51,2375.95,F,1961-03-25,Primary,100285,,0.0,45,,,,NORM,0,286
5,Tanta,2022-05-03,5000,A,NORM,Normal,0,2026-01-19,Travel Rewards Card,3568.57,968.37,F,1961-03-25,Primary,100285,,0.0,45,,,,NORM,0,286
1,Cairo Main,2019-06-26,15000,A,NORM,Normal,0,2026-01-17,Classic Credit Card,-1018.12,13513.08,F,1981-04-07,Secondary,100286,,0.0,80,,,,NORM,0,287
1,Cairo Main,2019-06-26,15000,A,NORM,Normal,0,2026-01-25,Cashback Card,13592.82,1112.97,F,1981-04-07,Secondary,100286,,0.0,80,,,,NORM,0,287
5,Tanta,2023-03-27,30000,A,NORM,Normal,0,2026-01-30,Gold Credit Card,2194.17,27726.23,F,1969-10-15,Primary,100287,,0.0,34,,,,NORM,0,288
5,Tanta,2023-03-27,30000,A,NORM,Normal,0,2026-01-30,Cashback Card,20229.05,9695.93,F,1969-10-15,Primary,100287,,0.0,34,,,,NORM,0,288
5,Tanta,2019-03-19,100000,A,NORM,Normal,0,2026-01-27,Platinum Credit Card,63225.27,36698.79,F,1973-05-22,Primary,100288,,0.0,83,,,,NORM,0,289
3,Alexandria,2020-09-11,5000,A,NORM,Normal,0,2026-01-21,Gold Credit Card,3928.79,731.84,F,1983-03-16,Secondary,100289,,0.0,65,,,,NORM,0,290
7,Luxor,2018-05-25,200000,A,NORM,Normal,0,2026-01-30,Platinum Credit Card,14696.53,185148.59,F,1977-06-01,Secondary,100290,,0.0,93,,,,NORM,0,291
7,Luxor,2018-05-25,200000,A,NORM,Normal,0,2026-01-17,Travel Rewards Card,152500.25,47403.63,F,1977-06-01,Secondary,100290,,0.0,93,,,,NORM,0,291
5,Tanta,2019-11-28,150000,A,NORM,Normal,0,2026-01-28,Platinum Credit Card,81931.03,67805.93,M,1997-12-03,Secondary,100291,,0.0,75,,,,NORM,0,292
4,Mansoura,2020-07-03,30000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,5189.44,24488.83,M,1975-12-08,Primary,100292,,0.0,67,,,,NORM,0,293
4,Mansoura,2020-07-03,30000,A,NORM,Normal,0,2026-01-17,Cashback Card,-1990.94,27582.98,M,1975-12-08,Primary,100292,,0.0,67,,,,NORM,0,293
10,Suez,2023-04-19,20000,A,NORM,Normal,0,2026-01-19,Cashback Card,8686.39,11166.78,F,1963-03-12,Primary,100293,,0.0,33,,,,NORM,0,294
4,Mansoura,2022-08-04,200000,A,NORM,Normal,0,2026-01-18,World Elite Card,186765.72,13079.62,F,1975-05-16,Primary,100294,,0.0,42,,,,NORM,0,295
1,Cairo Main,2023-01-26,30000,A,NORM,Normal,0,2026-01-18,Classic Credit Card,-497.23,29208.93,M,1960-03-18,Primary,100295,,0.0,36,,,,NORM,0,296
1,Cairo Main,2023-01-26,30000,A,NORM,Normal,0,2026-01-17,Cashback Card,5897.97,23935.67,M,1960-03-18,Primary,100295,,0.0,36,,,,NORM,0,296
7,Luxor,2023-05-10,75000,A,NORM,Normal,0,2026-01-23,Platinum Credit Card,43239.49,31289.22,F,1979-03-31,Primary,100296,,0.0,33,,,,NORM,0,297
1,Cairo Main,2018-01-17,20000,A,NORM,Normal,0,2026-01-21,Gold Credit Card,7937.79,12045.29,M,1990-05-10,Primary,100297,,0.0,97,,,,NORM,0,298
3,Alexandria,2018-07-07,30000,A,NORM,Normal,0,2026-01-18,Cashback Card,23871.63,6002.28,M,1962-12-05,Primary,100298,,0.0,92,,,,NORM,0,299
4,Mansoura,2022-07-11,5000,A,NORM,Normal,0,2026-01-19,Classic Credit Card,3222.99,1615.22,M,1967-05-25,Primary,100299,,0.0,43,,,,NORM,0,300
5,Tanta,2023-12-31,200000,A,30DD,30 Days Delinquent,30,2026-01-24,World Elite Card,137817.96,61747.97,M,1994-08-06,Primary,100300,,22483.45,25,,,,30DD,0,301
7,Luxor,2024-02-20,30000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,28133.62,1792.3,F,1965-07-17,Primary,100301,,0.0,23,,,,NORM,0,302
7,Luxor,2024-02-20,30000,A,NEW,New,0,2026-01-21,Business Credit Card,19704.71,10086.35,F,1965-07-17,Primary,100301,,0.0,23,,,,NEW,0,302
10,Suez,2019-07-16,75000,A,NORM,Normal,0,2026-01-26,Platinum Credit Card,21875.63,53123.0,M,1987-03-02,Primary,100302,,0.0,79,,,,NORM,0,303
5,Tanta,2023-11-13,20000,A,NORM,Normal,0,2026-01-20,Gold Credit Card,11831.98,7799.75,F,1997-04-19,Primary,100303,,0.0,27,,,,NORM,0,304
5,Tanta,2023-11-13,20000,A,90DA,90 Days Delinquent,90,2026-01-31,Cashback Card,10861.74,8832.15,F,1997-04-19,Primary,100303,,5501.78,27,,,,90DA,0,304
2,Giza,2024-06-09,100000,A,NORM,Normal,0,2026-01-23,Classic Credit Card,47447.93,52282.67,F,1964-12-14,Secondary,100304,,0.0,20,,,,NORM,0,305
2,Giza,2024-06-09,100000,A,NORM,Normal,0,2026-01-19,World Elite Card,55839.49,43764.59,F,1964-12-14,Secondary,100304,,0.0,20,,,,NORM,0,305
2,Giza,2024-06-09,100000,A,NEW,New,0,2026-01-25,Travel Rewards Card,53919.85,45964.68,F,1964-12-14,Secondary,100304,,0.0,20,,,,NEW,0,305
8,Zagazig,2019-02-13,15000,A,NORM,Normal,0,2026-01-24,Gold Credit Card,8769.86,6210.78,M,1962-03-31,Secondary,100305,,0.0,84,,,,NORM,0,306
8,Zagazig,2019-02-13,15000,A,NORM,Normal,0,2026-01-20,Titanium Credit Card,2110.23,12778.87,M,1962-03-31,Secondary,100305,,0.0,84,,,,NORM,0,306
3,Alexandria,2019-11-30,50000,A,NORM,Normal,0,2026-01-19,Titanium Credit Card,-1004.45,48593.91,F,1989-10-03,Primary,100306,,0.0,75,,,,NORM,0,307
3,Alexandria,2019-11-30,50000,A,NORM,Normal,0,2026-01-31,Travel Rewards Card,33469.38,16147.23,F,1989-10-03,Primary,100306,,0.0,75,,,,NORM,0,307
8,Zagazig,2022-04-29,100000,A,NORM,Normal,0,2026-01-25,World Elite Card,46079.45,53644.37,M,1972-03-11,Secondary,100307,,0.0,45,,,,NORM,0,308
7,Luxor,2023-06-01,200000,A,NORM,Normal,0,2026-01-19,Platinum Credit Card,132401.46,67509.92,M,1986-07-01,Secondary,100308,,0.0,32,,,,NORM,0,309
8,Zagazig,2022-08-12,100000,A,NORM,Normal,0,2026-01-24,Platinum Credit Card,89390.75,10598.9,M,1965-01-24,Secondary,100309,,0.0,42,,,,NORM,0,310
9,Ismailia,2024-12-07,10000,A,NORM,Normal,0,2026-01-27,Classic Credit Card,1699.47,8219.6,F,1990-11-15,Primary,100310,,0.0,14,,,,NORM,0,311
1,Cairo Main,2019-10-05,150000,A,NORM,Normal,0,2026-01-30,Business Credit Card,30482.62,119018.44,F,1960-07-09,Primary,100311,,0.0,77,,,,NORM,0,312
1,Cairo Main,2019-10-05,150000,A,NORM,Normal,0,2026-01-24,Travel Rewards Card,4126.94,145404.51,F,1960-07-09,Primary,100311,,0.0,77,,,,NORM,0,312
1,Cairo Main,2020-07-01,150000,A,NORM,Normal,0,2026-01-18,World Elite Card,56078.43,93860.85,F,1982-09-27,Secondary,100312,,0.0,68,,,,NORM,0,313
8,Zagazig,2021-07-18,10000,A,NORM,Normal,0,2026-01-21,Classic Credit Card,5450.84,4156.41,F,1980-01-20,Primary,100313,,0.0,55,,,,NORM,0,314
8,Zagazig,2021-07-18,10000,A,NORM,Normal,0,2026-01-30,Business Credit Card,4725.7,5149.16,F,1980-01-20,Primary,100313,,0.0,55,,,,NORM,0,314
2,Giza,2024-10-10,200000,A,NORM,Normal,0,2026-01-17,World Elite Card,51841.25,147897.71,F,1995-07-08,Secondary,100314,,0.0,15,,,,NORM,0,315
2,Giza,2024-10-10,200000,A,NORM,Normal,0,2026-01-19,Travel Rewards Card,53790.34,146039.57,F,1995-07-08,Secondary,100314,,0.0,15,,,,NORM,0,315
6,Assiut,2024-12-13,200000,A,NORM,Normal,0,2026-01-17,Platinum Credit Card,150479.98,49413.84,M,1985-02-15,Primary,100315,,0.0,13,,,,NORM,0,316
6,Assiut,2024-12-13,200000,A,NORM,Normal,0,2026-01-17,Business Credit Card,-5950.88,193552.61,M,1985-02-15,Primary,100315,,0.0,13,,,,NORM,0,316
6,Assiut,2021-04-10,150000,A,NORM,Normal,0,2026-01-18,World Elite Card,35748.71,114066.85,F,1975-12-06,Primary,100316,,0.0,58,,,,NORM,0,317
5,Tanta,2020-03-13,20000,A,NORM,Normal,0,2026-01-19,Gold Credit Card,-1640.45,18027.26,F,1987-05-27,Primary,100317,,0.0,71,,,,NORM,0,318
5,Tanta,2020-03-13,20000,A,NORM,Normal,0,2026-01-29,Cashback Card,4618.57,15149.69,F,1987-05-27,Primary,100317,,0.0,71,,,,NORM,0,318
5,Tanta,2020-03-13,20000,A,NORM,Normal,0,2026-01-31,Platinum Credit Card,9625.29,10098.91,F,1987-05-27,Primary,100317,,0.0,71,,,,NORM,0,318
8,Zagazig,2024-08-10,150000,A,NORM,Normal,0,2026-01-29,Classic Credit Card,23750.92,125980.54,F,1980-07-07,Secondary,100318,,0.0,18,,,,NORM,0,319
8,Zagazig,2024-08-10,150000,A,NORM,Normal,0,2026-01-28,World Elite Card,136842.29,13089.25,F,1980-07-07,Secondary,100318,,0.0,18,,,,NORM,0,319
8,Zagazig,2024-08-10,150000,A,NORM,Normal,0,2026-01-23,Travel Rewards Card,139556.37,9956.07,F,1980-07-07,Secondary,100318,,0.0,18,,,,NORM,0,319
3,Alexandria,2019-06-10,10000,A,NORM,Normal,0,2026-01-28,Cashback Card,-725.45,9131.97,F,1992-10-07,Primary,100319,,0.0,80,,,,NORM,0,320
5,Tanta,2021-11-05,30000,A,NORM,Normal,0,2026-01-22,Classic Credit Card,23824.45,5994.28,F,1977-11-05,Primary,100320,,0.0,51,,,,NORM,0,321
5,Tanta,2021-11-05,30000,A,NORM,Normal,0,2026-01-24,Cashback Card,15156.96,14551.93,F,1977-11-05,Primary,100320,,0.0,51,,,,NORM,0,321
4,Mansoura,2021-04-05,50000,A,NORM,Normal,0,2026-01-23,Platinum Credit Card,34629.13,14914.38,F,1969-05-28,Primary,100321,,0.0,58,,,,NORM,0,322
4,Mansoura,2021-04-05,50000,A,NORM,Normal,0,2026-01-19,Business Credit Card,272.88,49525.3,F,1969-05-28,Primary,100321,,0.0,58,,,,NORM,0,322
4,Mansoura,2021-04-05,50000,A,NORM,Normal,0,2026-02-01,Travel Rewards Card,33907.45,16024.1,F,1969-05-28,Primary,100321,,0.0,58,,,,NORM,0,322
7,Luxor,2023-12-27,30000,A,NORM,Normal,0,2026-01-27,Classic Credit Card,11780.53,18038.91,M,1990-03-30,Primary,100322,,0.0,25,,,,NORM,0,323
7,Luxor,2023-12-27,30000,A,NORM,Normal,0,2026-01-29,Cashback Card,22014.37,7944.63,M,1990-03-30,Primary,100322,,0.0,25,,,,NORM,0,323
5,Tanta,2019-10-22,30000,A,NORM,Normal,0,2026-01-25,Classic Credit Card,3880.16,25765.76,M,1993-08-26,Primary,100323,,0.0,76,,,,NORM,0,324
10,Suez,2024-04-20,20000,A,NORM,Normal,0,2026-01-26,Cashback Card,8982.48,10880.86,F,1998-12-08,Primary,100324,,0.0,21,,,,NORM,0,325
1,Cairo Main,2020-10-26,20000,A,NORM,Normal,0,2026-01-23,Gold Credit Card,7024.19,12669.18,M,1960-07-31,Primary,100325,,0.0,64,,,,NORM,0,326
1,Cairo Main,2020-10-26,20000,A,NORM,Normal,0,2026-01-29,Travel Rewards Card,10406.17,9138.46,M,1960-07-31,Primary,100325,,0.0,64,,,,NORM,0,326
8,Zagazig,2018-11-02,15000,A,NORM,Normal,0,2026-01-26,Classic Credit Card,8032.78,6966.49,F,1967-12-16,Primary,100326,,0.0,88,,,,NORM,0,327
8,Zagazig,2018-11-02,15000,A,NORM,Normal,0,2026-01-25,Cashback Card,7581.7,7011.08,F,1967-12-16,Primary,100326,,0.0,88,,,,NORM,0,327
1,Cairo Main,2023-03-26,15000,A,NORM,Normal,0,2026-01-20,Gold Credit Card,14220.78,406.78,F,1974-10-29,Primary,100327,,0.0,34,,,,NORM,0,328
6,Assiut,2021-07-25,150000,A,NORM,Normal,0,2026-01-29,Gold Credit Card,136105.47,13607.24,F,1963-04-09,Primary,100328,,0.0,55,,,,NORM,0,329
6,Assiut,2021-07-25,150000,A,NORM,Normal,0,2026-01-29,World Elite Card,1845.2,148051.63,F,1963-04-09,Primary,100328,,0.0,55,,,,NORM,0,329
6,Assiut,2021-07-25,150000,A,NORM,Normal,0,2026-01-26,Travel Rewards Card,49752.48,99917.76,F,1963-04-09,Primary,100328,,0.0,55,,,,NORM,0,329
6,Assiut,2022-01-17,30000,A,NORM,Normal,0,2026-01-25,Cashback Card,9260.15,20645.85,F,1974-11-07,Primary,100329,,0.0,49,,,,NORM,0,330
6,Assiut,2022-01-17,30000,A,30DD,30 Days Delinquent,30,2026-01-31,World Elite Card,10779.7,19094.24,F,1974-11-07,Primary,100329,,8082.63,49,,,,30DD,0,330
6,Assiut,2022-01-17,30000,A,NORM,Normal,0,2026-01-24,Titanium Credit Card,3420.96,26523.83,F,1974-11-07,Primary,100329,,0.0,49,,,,NORM,0,330
4,Mansoura,2021-08-07,75000,A,NORM,Normal,0,2026-01-21,Titanium Credit Card,29767.17,44851.51,F,1961-10-15,Primary,100330,,0.0,54,,,,NORM,0,331
8,Zagazig,2021-04-29,20000,A,NORM,Normal,0,2026-01-24,Classic Credit Card,2219.4,17348.68,M,1961-12-19,Primary,100331,,0.0,57,,,,NORM,0,332
7,Luxor,2019-03-02,20000,A,NORM,Normal,0,2026-01-20,Cashback Card,17000.94,2990.49,M,1997-06-26,Primary,100332,,0.0,84,,,,NORM,0,333
7,Luxor,2019-03-02,20000,A,30DD,30 Days Delinquent,30,2026-01-24,Business Credit Card,8703.65,10829.36,M,1997-06-26,Primary,100332,,1762.98,84,,,,30DD,0,333
2,Giza,2018-08-11,15000,A,NORM,Normal,0,2026-01-30,Cashback Card,8868.13,5732.14,F,1963-04-15,Primary,100333,,0.0,91,,,,NORM,0,334
6,Assiut,2022-05-15,10000,A,NEW,New,0,2026-01-27,Cashback Card,1532.87,8325.72,M,1960-10-03,Primary,100334,,0.0,45,,,,NEW,0,335
9,Ismailia,2021-04-02,30000,A,60DA,60 Days Delinquent,60,2026-01-19,Gold Credit Card,-2893.82,26626.87,M,1964-10-04,Primary,100335,,6229.09,58,,,,60DA,0,336
3,Alexandria,2022-05-21,150000,A,NORM,Normal,0,2026-01-19,Business Credit Card,15463.51,134482.26,M,1993-06-30,Primary,100336,,0.0,45,,,,NORM,0,337
3,Alexandria,2022-05-21,150000,A,NORM,Normal,0,2026-01-21,World Elite Card,77325.3,72360.28,M,1993-06-30,Primary,100336,,0.0,45,,,,NORM,0,337
3,Alexandria,2022-05-21,150000,A,NORM,Normal,0,2026-01-21,Travel Rewards Card,15912.33,133965.23,M,1993-06-30,Primary,100336,,0.0,45,,,,NORM,0,337
10,Suez,2024-01-10,150000,A,NORM,Normal,0,2026-01-30,Platinum Credit Card,37515.1,112371.11,M,1977-09-04,Primary,100337,,0.0,25,,,,NORM,0,338
5,Tanta,2019-04-15,15000,A,NEW,New,0,2026-01-30,Cashback Card,2143.04,12423.68,M,1968-09-18,Primary,100338,,0.0,82,,,,NEW,0,339
5,Tanta,2019-04-15,15000,A,60DA,60 Days Delinquent,60,2026-01-29,Titanium Credit Card,7139.95,7500.83,M,1968-09-18,Primary,100338,,2376.22,82,,,,60DA,0,339
8,Zagazig,2022-01-02,15000,A,NORM,Normal,0,2026-01-18,Cashback Card,7753.12,7186.74,F,1974-11-03,Primary,100339,,0.0,49,,,,NORM,0,340
5,Tanta,2024-07-20,15000,A,NORM,Normal,0,2026-01-25,Gold Credit Card,13046.18,1647.93,M,1991-02-08,Primary,100340,,0.0,18,,,,NORM,0,341
5,Tanta,2022-01-12,15000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,7021.93,7649.42,M,1997-09-07,Primary,100341,,0.0,49,,,,NORM,0,342
5,Tanta,2022-01-12,15000,A,NORM,Normal,0,2026-01-25,Cashback Card,4985.99,9848.64,M,1997-09-07,Primary,100341,,0.0,49,,,,NORM,0,342
5,Tanta,2019-07-28,150000,A,NORM,Normal,0,2026-01-27,World Elite Card,52269.15,97556.37,M,1998-07-09,Secondary,100342,,0.0,79,,,,NORM,0,343
10,Suez,2018-05-31,150000,A,NORM,Normal,0,2026-01-27,Platinum Credit Card,83785.02,66204.3,F,1969-07-17,Primary,100343,,0.0,93,,,,NORM,0,344
