CUSTOMER_ID,HAS_PROD_Business_Credit_Card,HAS_PROD_Cashback_Card,HAS_PROD_Classic_Credit_Card,HAS_PROD_Gold_Credit_Card,HAS_PROD_Platinum_Credit_Card,HAS_PROD_Titanium_Credit_Card,HAS_PROD_Travel_Rewards_Card,HAS_PROD_World_Elite_Card,AGE_GROUP_18_25
903,0,0,0,1,0,0,0,0,False
904,1,0,0,1,0,0,0,0,False
905,1,0,0,1,1,0,0,0,False
906,0,1,0,0,0,0,0,0,False
908,0,0,0,0,1,0,0,0,False
909,0,0,1,0,0,0,0,0,False
910,0,0,0,1,0,1,1,0,False
911,0,1,0,0,0,0,0,0,False
912,0,0,1,0,0,0,0,0,False
913,1,0,0,0,1,0,0,0,False
915,0,0,0,0,1,1,0,0,False
916,1,0,0,0,0,0,0,0,False
918,0,1,0,0,0,0,0,0,False
919,1,1,0,0,0,0,0,0,False
920,0,0,0,0,1,0,0,0,False
921,0,0,0,0,0,1,0,0,False
923,0,0,0,0,0,1,0,0,False
924,0,0,1,0,0,0,1,0,False
926,0,0,0,0,0,0,1,0,False
927,0,0,0,1,0,1,0,0,False
929,1,0,0,0,0,0,0,0,False
930,0,0,1,0,0,0,0,0,False
933,0,0,0,0,0,0,0,1,False
935,0,0,0,0,1,0,0,0,False
936,1,0,0,0,0,0,0,0,False
937,0,0,0,0,0,0,0,1,False
938,0,0,0,0,0,0,0,1,False
939,0,0,1,0,0,0,0,0,False
940,1,0,0,0,0,0,0,0,False
941,0,1,0,0,1,0,0,0,False
942,0,0,0,0,0,0,0,1,False
943,0,0,0,0,0,1,0,0,False
944,0,1,0,0,0,0,0,0,False
945,0,0,1,0,0,0,0,0,False
946,0,1,0,0,1,0,0,0,False
947,0,0,0,0,0,0,0,1,False
948,0,0,0,0,0,0,1,0,False
950,1,0,0,0,0,0,0,0,False
951,0,1,0,0,0,1,0,0,False
953,0,1,0,0,0,0,0,0,False
954,0,1,0,0,1,0,1,0,False
955,0,0,0,0,0,0,0,1,False
956,1,1,1,0,0,0,0,0,False
957,0,0,0,0,1,0,0,0,False
958,0,1,0,0,0,1,0,0,False
960,0,0,1,0,0,0,0,0,False
961,0,0,0,0,1,0,0,1,False
962,0,1,0,0,0,0,0,0,False
964,0,0,0,0,1,0,0,0,False
965,0,0,0,0,1,0,0,0,False
966,0,0,0,0,0,0,0,1,False
968,0,0,0,0,0,0,1,0,False
969,0,1,1,0,0,0,0,0,False
970,1,0,0,0,0,1,0,0,False
971,0,1,0,0,0,0,0,0,False
972,0,1,0,0,0,0,0,0,False
973,0,0,0,0,0,0,0,1,False
974,0,0,0,1,0,0,0,0,False
975,0,0,0,1,0,0,1,0,False
977,0,0,0,0,0,1,0,0,False
978,0,0,1,0,0,1,0,0,False
979,0,1,0,0,0,0,0,0,False
980,0,0,1,0,0,0,0,0,False
982,1,0,0,0,0,1,0,0,False
983,0,0,0,0,0,0,1,1,False
984,0,0,0,0,0,0,1,0,False
985,0,1,0,0,0,0,0,0,False
987,0,0,0,0,0,0,1,1,False
988,0,0,0,1,0,0,0,0,False
989,0,0,0,1,0,0,0,0,False
990,0,0,1,0,0,1,1,0,False
991,0,0,1,0,1,0,0,0,False
992,0,1,0,0,0,1,0,0,False
993,0,1,0,0,1,0,0,0,False
995,0,0,0,1,1,0,0,0,False
997,1,1,0,0,0,0,0,0,False
998,0,0,0,0,1,0,0,0,False
999,1,1,0,0,0,0,0,0,False
1000,0,0,1,0,0,1,0,1,False
4,0,1,0,0,0,0,0,0,False
10,0,0,0,0,0,0,1,0,False
11,0,0,0,0,1,0,0,0,False
22,0,0,0,1,0,0,0,0,False
41,0,0,1,0,0,0,0,0,False
43,0,0,1,0,0,0,0,0,False
44,0,0,0,0,0,0,1,0,False
46,0,0,0,1,0,0,0,0,False
48,0,1,0,0,0,0,0,0,False
63,0,0,0,0,1,0,0,0,False
75,0,0,1,0,0,0,0,0,False
76,0,0,0,0,0,0,1,0,False
80,0,0,0,0,1,0,0,0,False
82,0,0,0,0,0,0,1,0,False
91,1,0,0,0,0,0,0,0,False
102,0,0,0,1,1,0,0,0,False
103,0,0,0,1,0,0,0,0,False
105,0,0,0,0,1,1,0,0,False
122,1,0,0,0,0,0,0,0,False
129,0,0,0,0,1,0,0,0,False
132,1,0,0,0,0,0,0,0,False
137,0,1,0,0,0,0,0,0,False
146,0,0,0,0,0,0,0,1,False
151,0,0,1,0,0,0,0,0,False
154,0,0,0,0,0,1,0,0,False
155,0,0,0,0,0,0,0,1,False
172,0,0,1,0,0,0,0,0,False
173,0,0,0,0,0,0,0,1,False
174,0,0,0,0,0,0,0,1,False
175,0,0,0,0,0,0,1,0,False
180,0,0,0,0,0,0,1,0,False
192,0,0,0,0,0,0,0,1,False
195,0,0,0,0,0,1,0,1,False
196,0,0,0,0,0,0,0,1,False
197,0,0,1,0,0,0,0,0,False
199,0,0,0,0,1,0,1,0,False
201,1,0,0,0,0,0,0,0,False
205,1,0,0,0,0,0,0,0,False
209,0,0,0,1,0,0,0,0,False
212,0,0,0,0,0,1,0,0,False
214,0,0,0,1,0,0,0,0,False
222,0,0,0,0,0,0,1,0,False
231,0,0,0,0,0,0,1,0,False
233,0,0,0,0,1,0,0,0,False
234,0,0,0,0,0,0,0,1,False
235,0,1,0,0,0,0,0,0,False
236,0,0,1,0,0,0,0,0,False
241,0,0,0,0,0,1,0,0,False
257,0,0,0,0,1,0,0,0,False
266,0,0,0,0,0,0,1,0,False
267,0,0,1,0,0,0,0,0,False
272,0,0,0,1,0,0,0,0,False
276,0,0,0,0,0,0,1,0,False
284,0,0,0,0,0,1,0,0,False
291,0,0,0,0,1,0,0,1,False
308,0,0,0,1,0,0,0,0,False
309,0,0,0,0,0,0,1,0,False
310,0,0,0,0,1,0,0,0,False
320,0,0,0,0,1,0,0,0,False
321,0,0,0,0,0,0,0,1,False
330,0,0,1,0,0,1,0,0,False
332,0,0,0,0,0,0,0,1,False
334,0,0,0,0,0,0,0,1,False
346,0,0,0,0,0,0,1,0,False
361,0,0,0,0,0,0,0,1,False
367,0,0,0,1,0,0,0,0,False
371,1,0,0,0,0,0,0,0,False
372,0,0,0,1,0,0,0,0,False
374,0,0,0,1,0,0,0,0,False
391,0,0,0,0,0,0,1,1,False
402,0,1,0,0,0,0,0,0,False
408,0,0,0,0,0,1,0,0,False
423,0,0,0,0,0,1,1,0,False
426,1,0,0,1,0,0,0,0,False
431,0,0,0,1,0,0,0,0,False
434,0,0,0,0,1,0,0,0,False
439,0,1,0,0,0,0,0,0,False
446,0,1,0,0,0,0,0,0,False
459,0,0,0,0,0,0,1,0,False
460,0,1,0,0,0,0,0,0,False
462,0,0,0,0,1,0,0,0,False
466,1,0,0,0,0,0,0,0,False
467,0,0,0,0,0,0,0,1,False
479,0,0,1,0,0,0,0,0,False
480,0,0,0,1,0,0,0,0,False
481,0,0,0,1,0,0,0,0,False
482,0,0,0,0,0,0,0,1,False
500,0,0,0,1,0,1,0,0,False
501,0,0,0,1,0,0,0,0,False
502,0,0,0,1,0,0,1,0,False
505,0,0,0,0,0,1,0,0,False
510,0,0,0,0,0,0,0,1,False
514,0,0,0,0,0,0,0,1,False
515,0,0,0,0,0,0,1,0,False
520,1,0,0,0,0,0,0,0,False
524,0,0,0,0,0,0,1,0,False
542,0,0,1,0,0,0,0,0,False
561,0,0,0,0,0,0,1,0,False
562,0,0,0,1,0,0,0,0,False
563,0,1,0,0,0,0,0,0,False
564,0,0,0,1,0,0,0,0,False
573,0,0,0,1,0,0,0,0,False
583,0,0,0,0,0,0,1,0,False
587,1,0,0,0,0,0,0,0,False
595,0,1,0,0,0,0,0,0,False
600,0,0,0,0,1,0,0,0,False
609,0,0,0,0,0,1,0,0,False
614,0,0,1,0,0,0,0,0,False
623,0,1,0,0,0,0,0,0,False
626,0,0,0,0,1,0,0,0,False
632,0,1,0,0,0,0,0,0,False
635,0,0,0,1,0,0,0,1,False
637,0,0,1,0,0,0,0,0,False
639,0,0,0,0,0,1,0,0,False
647,0,1,0,0,0,0,0,0,False
649,0,0,0,1,0,0,0,0,False
666,0,0,0,0,1,0,0,0,False
671,0,0,0,0,1,0,0,0,False
672,0,1,0,0,0,0,0,1,False
674,0,0,0,0,0,0,1,0,False
677,0,0,1,0,0,0,0,0,False
678,0,0,0,0,0,1,0,0,False
688,0,0,0,0,0,1,0,0,False
689,0,0,0,0,0,0,0,1,False
695,0,0,0,0,1,0,0,0,False
696,0,0,0,0,0,0,1,0,False
702,0,0,1,0,0,0,0,0,False
703,0,1,0,0,0,0,0,0,False
711,0,1,0,0,0,0,0,0,False
712,0,0,0,0,1,0,0,1,False
717,1,0,0,0,0,0,0,0,False
722,0,0,0,0,1,0,0,0,False
725,0,0,1,0,0,0,0,0,False
731,0,0,0,0,0,0,0,1,False
733,0,0,0,0,0,0,0,1,False
734,0,0,0,0,0,0,1,0,False
735,0,0,1,0,0,0,0,0,False
736,0,0,0,1,0,0,0,0,False
746,0,0,0,0,0,0,1,0,False
749,0,0,1,0,0,0,0,0,False
751,0,0,0,0,0,0,0,1,False
754,0,0,0,0,0,0,1,0,False
759,0,1,0,0,0,0,0,0,False
762,1,0,0,0,0,0,0,0,False
777,0,0,0,0,0,0,0,1,False
780,0,0,0,1,0,0,1,0,False
788,0,0,0,0,0,0,0,1,False
790,0,1,0,0,0,0,0,0,False
794,0,0,0,0,0,0,1,0,False
796,0,0,0,1,0,1,0,0,False
798,1,0,0,0,0,0,0,0,False
809,0,0,0,1,0,0,0,0,False
812,1,0,0,0,0,0,0,0,False
820,0,1,0,0,0,0,0,0,False
825,0,1,0,0,0,0,0,0,False
826,1,0,1,1,0,0,0,0,False
827,0,1,1,0,0,0,0,0,False
828,0,0,0,0,1,0,0,0,False
831,0,1,0,0,0,0,0,0,False
833,0,0,0,1,0,0,0,0,False
835,0,0,1,0,0,0,0,0,False
841,0,0,0,0,0,0,0,1,False
843,0,0,1,0,0,0,0,0,False
850,0,0,0,0,0,0,1,0,False
852,0,0,0,0,0,0,1,0,False
858,1,0,0,0,0,0,0,0,False
867,0,0,0,1,0,0,0,0,False
877,0,0,1,0,0,0,0,0,False
878,0,1,0,0,0,0,0,0,False
879,0,0,1,0,0,0,0,0,False
880,0,0,0,0,0,1,0,0,False
882,0,0,1,0,0,0,0,0,False
883,0,0,0,0,1,0,0,0,False
884,0,0,0,1,0,0,0,0,False
885,0,0,0,0,0,0,1,0,False
888,0,0,0,0,0,0,1,0,False
890,0,0,0,1,0,0,0,0,False
891,0,0,0,0,1,0,0,0,False
893,1,0,0,0,0,0,0,0,False
907,0,0,0,1,0,0,0,0,False
914,0,0,0,0,1,0,0,0,False
917,1,0,0,0,0,0,1,0,False
922,1,0,1,0,0,0,0,0,False
925,0,0,1,0,0,0,0,0,False
928,0,0,0,1,0,0,0,0,False
931,0,0,0,1,0,0,0,0,False
934,0,0,0,0,0,1,0,0,False
949,0,0,0,0,0,1,0,0,False
952,0,0,0,0,1,0,0,0,False
959,0,0,1,0,0,0,0,0,False
963,0,0,0,0,1,0,0,0,False
967,0,0,0,1,0,0,0,0,False
976,1,0,0,0,0,0,0,0,False
981,0,0,1,0,0,0,0,0,False
986,0,0,0,1,0,0,0,0,False
994,0,1,0,0,0,0,0,0,False
996,0,0,0,0,0,0,1,0,False
34,0,0,0,0,1,0,0,1,False
47,0,0,0,0,0,1,0,0,False
59,0,0,0,1,0,0,0,0,False
62,0,0,1,0,0,0,0,0,False
66,0,0,1,0,0,0,0,0,False
147,1,0,0,0,0,0,0,0,False
208,0,0,0,0,1,0,0,0,False
213,0,0,0,0,0,1,0,0,False
325,0,0,0,1,0,0,0,0,False
327,0,0,0,0,0,0,0,1,False
345,0,0,0,0,0,0,0,1,False
355,0,0,0,0,0,1,0,0,False
430,1,0,0,0,0,0,0,0,False
441,0,0,0,0,0,0,1,0,False
453,0,0,0,0,0,1,0,0,False
463,0,0,1,0,0,0,0,0,False
468,0,1,0,0,0,0,0,0,False
518,1,0,0,0,0,0,0,0,False
540,0,1,0,0,0,0,0,0,False
550,0,1,0,0,0,0,0,0,False
592,0,0,1,0,0,0,0,0,False
594,0,1,0,0,0,0,0,0,False
601,0,1,0,0,0,0,0,0,False
667,0,0,0,1,0,0,0,0,False
686,0,1,0,0,0,0,0,0,False
738,0,1,0,0,0,0,0,0,False
782,0,0,0,0,0,0,0,1,False
834,0,0,0,1,0,0,0,0,False
847,0,0,0,0,1,0,0,0,False
874,0,0,0,0,0,0,0,1,False
887,0,0,0,0,0,0,0,1,False
932,0,0,0,1,0,0,0,0,False
194,0,0,1,0,0,0,0,0,False
265,0,0,0,1,0,0,0,0,False
296,0,0,0,0,0,0,1,0,False
403,0,0,0,0,0,1,0,0,False
475,0,0,0,0,1,0,0,0,False
576,1,0,0,0,0,0,0,0,False
900,0,0,0,1,0,0,0,0,False
1001,0,1,0,0,0,0,0,0,False
1002,0,1,0,0,0,0,0,0,False
1003,0,0,0,1,0,0,0,0,False
1004,0,1,0,1,0,0,0,1,False
1005,0,0,0,0,1,0,0,0,False
1008,0,0,0,0,0,0,1,0,False
1009,0,0,1,1,0,0,1,0,False
1010,0,0,0,0,0,0,0,1,False
1012,0,0,0,0,0,1,0,0,False
1014,0,0,0,0,0,1,1,0,False
1015,0,0,0,0,1,0,0,0,False
1016,1,0,0,0,0,0,0,0,False
1017,0,1,0,0,0,0,0,0,False
1018,0,0,0,0,0,1,0,0,False
1019,0,1,0,0,0,0,0,0,False
1020,0,0,0,0,0,1,0,0,False
1021,0,0,0,0,0,0,1,0,False
1022,0,0,0,0,0,0,1,0,False
1023,0,0,0,0,0,1,0,1,False
1024,0,0,0,1,0,1,0,0,False
1025,0,0,0,0,0,1,0,0,False
1026,0,0,0,0,0,1,0,0,False
1027,0,1,0,0,0,0,0,0,False
1028,0,0,0,1,0,0,1,0,False
1029,0,0,0,1,0,0,0,0,False
1030,0,0,0,0,0,0,0,1,False
1031,0,0,1,0,0,0,0,0,False
1034,0,0,1,0,0,0,0,0,False
1035,0,0,0,1,0,0,0,0,False
1036,0,1,0,1,0,0,0,0,False
1037,0,0,1,0,0,0,0,0,False
1038,0,0,0,1,0,0,0,0,False
1039,0,0,0,0,0,0,1,0,False
1040,1,0,0,0,0,0,0,0,False
1041,0,0,0,0,0,0,1,0,False
1042,0,0,1,0,0,0,0,1,False
1043,1,0,0,0,0,1,0,0,False
1044,0,0,0,0,1,0,0,0,False
1046,0,0,0,1,0,0,0,0,False
1048,0,0,0,0,1,0,0,0,False
1049,0,0,0,0,0,0,1,0,False
1050,1,0,0,0,0,0,0,0,False
1052,0,0,1,0,0,0,0,0,False
1053,0,0,0,0,0,0,1,0,False
1055,0,0,0,0,1,0,0,0,False
1057,0,0,0,1,0,0,0,0,False
1058,0,1,0,0,0,0,0,0,False
1059,0,1,0,0,0,0,0,0,False
1061,0,0,0,0,0,0,0,1,False
1064,0,0,0,0,1,0,0,0,False
1065,0,1,0,0,0,0,0,0,False
1066,0,0,0,0,0,0,1,0,False
1067,0,1,0,0,0,0,0,0,False
1068,1,0,0,0,1,0,1,0,False
1069,0,0,0,0,0,0,1,0,False
1070,0,0,0,0,1,0,0,1,False
1071,0,0,0,0,0,1,0,0,False
1072,0,0,0,0,0,0,1,0,False
1073,1,0,0,0,0,1,0,0,False
1075,1,0,0,0,0,0,0,0,False
1076,1,1,0,0,0,0,0,0,False
1077,1,0,0,0,0,0,0,0,False
1078,0,0,0,1,0,0,0,0,False
1079,1,0,0,0,0,0,0,0,False
1080,0,0,0,0,1,0,0,0,False
